NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Annual Tide Predictions
StationName: Rocky Point, Eld Inlet 
State:  
Stationid: TWC1115
ReferencedToStationName: Seattle
ReferencedToStationId: 9447130
HeightOffsetLow: * 1.1
HeightOffsetHigh: * 1.31
TimeOffsetLow: 56
TimeOffsetHigh: 39
Prediction Type: Subordinate
From: 20230101 02:19 - 20231231 19:38
Units: Feet and Centimeters
Time Zone: LST_LDT
Datum: MLLW
Interval Type: High/Low

Date 		Day	Time		Pred(Ft)	Pred(cm)	High/Low
2023/09/24	Sun	09:21 PM	8.35		255			L
2023/09/25	Mon	01:12 AM	11.77		359			H
2023/09/25	Mon	08:43 AM	-0.67		-20			L
2023/09/25	Mon	04:15 PM	14.23		434			H
2023/09/25	Mon	10:12 PM	7.22		220			L
2023/09/26	Tue	02:35 AM	12.26		374			H
2023/09/26	Tue	09:45 AM	-0.88		-27			L
2023/09/26	Tue	04:49 PM	14.72		449			H
2023/09/26	Tue	10:53 PM	5.80		177			L
2023/09/27	Wed	03:45 AM	12.97		395			H
2023/09/27	Wed	10:39 AM	-0.79		-24			L
2023/09/27	Wed	05:19 PM	15.14		461			H
2023/09/27	Wed	11:33 PM	4.20		128			L
2023/09/28	Thu	04:48 AM	13.66		416			H
2023/09/28	Thu	11:28 AM	-0.25		-8			L
2023/09/28	Thu	05:47 PM	15.48		472			H
2023/09/29	Fri	12:12 AM	2.54		77			L
2023/09/29	Fri	05:47 AM	14.18		432			H
2023/09/29	Fri	12:14 PM	0.77		23			L
2023/09/29	Fri	06:16 PM	15.68		478			H
2023/09/30	Sat	12:52 AM	1.00		30			L
2023/09/30	Sat	06:44 AM	14.49		442			H
2023/09/30	Sat	01:00 PM	2.15		66			L
2023/09/30	Sat	06:45 PM	15.68		478			H
2023/10/01	Sun	01:32 AM	-0.24		-7			L
2023/10/01	Sun	07:42 AM	14.61		445			H
2023/10/01	Sun	01:46 PM	3.72		113			L
2023/10/01	Sun	07:17 PM	15.41		470			H
2023/10/02	Mon	02:13 AM	-1.05		-32			L
2023/10/02	Mon	08:41 AM	14.56		444			H
2023/10/02	Mon	02:34 PM	5.30		162			L
2023/10/02	Mon	07:50 PM	14.82		452			H
2023/10/03	Tue	02:56 AM	-1.35		-41			L
2023/10/03	Tue	09:43 AM	14.37		438			H
2023/10/03	Tue	03:28 PM	6.71		205			L
2023/10/03	Tue	08:26 PM	13.95		425			H
2023/10/04	Wed	03:41 AM	-1.16		-35			L
2023/10/04	Wed	10:51 AM	14.09		429			H
2023/10/04	Wed	04:32 PM	7.79		237			L
2023/10/04	Wed	09:07 PM	12.86		392			H
2023/10/05	Thu	04:30 AM	-0.56		-17			L
2023/10/05	Thu	12:09 PM	13.84		422			H
2023/10/05	Thu	06:04 PM	8.35		255			L
2023/10/05	Thu	09:58 PM	11.70		357			H
2023/10/06	Fri	05:25 AM	0.24		7			L
2023/10/06	Fri	01:35 PM	13.77		420			H
2023/10/06	Fri	08:07 PM	8.10		247			L
2023/10/06	Fri	11:08 PM	10.67		325			H
2023/10/07	Sat	06:30 AM	1.02		31			L
2023/10/07	Sat	02:47 PM	13.88		423			H
2023/10/07	Sat	09:26 PM	7.30		223			L
2023/10/08	Sun	12:37 AM	10.11		308			H
2023/10/08	Sun	07:41 AM	1.54		47			L
2023/10/08	Sun	03:39 PM	14.02		427			H
2023/10/08	Sun	10:13 PM	6.41		195			L
2023/10/09	Mon	02:03 AM	10.18		310			H
2023/10/09	Mon	08:48 AM	1.77		54			L
2023/10/09	Mon	04:17 PM	14.10		430			H
2023/10/09	Mon	10:47 PM	5.53		169			L
2023/10/10	Tue	03:12 AM	10.68		326			H
2023/10/10	Tue	09:44 AM	1.92		59			L
2023/10/10	Tue	04:43 PM	14.12		430			H
2023/10/10	Tue	11:14 PM	4.67		142			L
2023/10/11	Wed	04:08 AM	11.30		344			H
2023/10/11	Wed	10:29 AM	2.15		66			L
2023/10/11	Wed	05:02 PM	14.14		431			H
2023/10/11	Wed	11:36 PM	3.77		115			L
2023/10/12	Thu	04:54 AM	11.93		364			H
2023/10/12	Thu	11:08 AM	2.59		79			L
2023/10/12	Thu	05:19 PM	14.19		433			H
2023/10/12	Thu	11:57 PM	2.81		86			L
2023/10/13	Fri	05:37 AM	12.52		382			H
2023/10/13	Fri	11:43 AM	3.25		99			L
2023/10/13	Fri	05:36 PM	14.26		435			H
2023/10/14	Sat	12:20 AM	1.77		54			L
2023/10/14	Sat	06:17 AM	13.08		399			H
2023/10/14	Sat	12:17 PM	4.07		124			L
2023/10/14	Sat	05:55 PM	14.29		436			H
2023/10/15	Sun	12:45 AM	0.74		23			L
2023/10/15	Sun	06:58 AM	13.61		415			H
2023/10/15	Sun	12:52 PM	5.01		153			L
2023/10/15	Sun	06:16 PM	14.24		434			H
2023/10/16	Mon	01:14 AM	-0.20		-6			L
2023/10/16	Mon	07:40 AM	14.07		429			H
2023/10/16	Mon	01:29 PM	5.99		183			L
2023/10/16	Mon	06:39 PM	14.09		429			H
2023/10/17	Tue	01:47 AM	-0.95		-29			L
2023/10/17	Tue	08:25 AM	14.39		439			H
2023/10/17	Tue	02:09 PM	6.94		212			L
2023/10/17	Tue	07:04 PM	13.83		422			H
2023/10/18	Wed	02:25 AM	-1.42		-43			L
2023/10/18	Wed	09:13 AM	14.50		442			H
2023/10/18	Wed	02:53 PM	7.80		238			L
2023/10/18	Wed	07:30 PM	13.47		411			H
2023/10/19	Thu	03:07 AM	-1.57		-48			L
2023/10/19	Thu	10:09 AM	14.40		439			H
2023/10/19	Thu	03:45 PM	8.52		260			L
2023/10/19	Thu	08:01 PM	12.99		396			H
2023/10/20	Fri	03:55 AM	-1.40		-43			L
2023/10/20	Fri	11:13 AM	14.19		433			H
2023/10/20	Fri	04:51 PM	8.98		274			L
2023/10/20	Fri	08:42 PM	12.34		376			H
2023/10/21	Sat	04:51 AM	-0.98		-30			L
2023/10/21	Sat	12:28 PM	14.07		429			H
2023/10/21	Sat	06:23 PM	8.97		273			L
2023/10/21	Sat	09:50 PM	11.54		352			H
2023/10/22	Sun	05:55 AM	-0.44		-13			L
2023/10/22	Sun	01:42 PM	14.20		433			H
2023/10/22	Sun	08:08 PM	8.22		251			L
2023/10/22	Sun	11:36 PM	10.89		332			H
2023/10/23	Mon	07:05 AM	0.07		2			L
2023/10/23	Mon	02:38 PM	14.53		443			H
2023/10/23	Mon	09:11 PM	6.90		210			L
2023/10/24	Tue	01:18 AM	10.87		331			H
2023/10/24	Tue	08:15 AM	0.56		17			L
2023/10/24	Tue	03:20 PM	14.92		455			H
2023/10/24	Tue	09:56 PM	5.24		160			L
2023/10/25	Wed	02:45 AM	11.47		350			H
2023/10/25	Wed	09:18 AM	1.13		34			L
2023/10/25	Wed	03:54 PM	15.30		466			H
2023/10/25	Wed	10:34 PM	3.39		103			L
2023/10/26	Thu	03:59 AM	12.39		378			H
2023/10/26	Thu	10:15 AM	1.93		59			L
2023/10/26	Thu	04:24 PM	15.62		476			H
2023/10/26	Thu	11:12 PM	1.53		47			L
2023/10/27	Fri	05:04 AM	13.38		408			H
2023/10/27	Fri	11:06 AM	2.99		91			L
2023/10/27	Fri	04:54 PM	15.81		482			H
2023/10/27	Fri	11:49 PM	-0.14		-4			L
2023/10/28	Sat	06:03 AM	14.27		435			H
2023/10/28	Sat	11:55 AM	4.23		129			L
2023/10/28	Sat	05:23 PM	15.79		481			H
2023/10/29	Sun	12:26 AM	-1.46		-45			L
2023/10/29	Sun	06:59 AM	14.97		456			H
2023/10/29	Sun	12:44 PM	5.51		168			L
2023/10/29	Sun	05:54 PM	15.51		473			H
2023/10/30	Mon	01:03 AM	-2.28		-69			L
2023/10/30	Mon	07:53 AM	15.43		470			H
2023/10/30	Mon	01:34 PM	6.67		203			L
2023/10/30	Mon	06:27 PM	14.95		456			H
2023/10/31	Tue	01:42 AM	-2.58		-79			L
2023/10/31	Tue	08:46 AM	15.60		475			H
2023/10/31	Tue	02:27 PM	7.59		231			L
2023/10/31	Tue	07:02 PM	14.14		431			H
2023/11/01	Wed	02:22 AM	-2.36		-72			L
2023/11/01	Wed	09:40 AM	15.51		473			H
2023/11/01	Wed	03:26 PM	8.23		251			L
2023/11/01	Wed	07:40 PM	13.16		401			H
2023/11/02	Thu	03:05 AM	-1.73		-53			L
2023/11/02	Thu	10:36 AM	15.22		464			H
2023/11/02	Thu	04:36 PM	8.52		260			L
2023/11/02	Thu	08:23 PM	12.07		368			H
2023/11/03	Fri	03:51 AM	-0.82		-25			L
2023/11/03	Fri	11:37 AM	14.84		452			H
2023/11/03	Fri	06:08 PM	8.38		255			L
2023/11/03	Fri	09:18 PM	10.97		334			H
2023/11/04	Sat	04:42 AM	0.23		7			L
2023/11/04	Sat	12:40 PM	14.52		443			H
2023/11/04	Sat	07:48 PM	7.74		236			L
2023/11/04	Sat	10:33 PM	10.01		305			H
2023/11/05	Sun	04:40 AM	1.27		39			L
2023/11/05	Sun	12:37 PM	14.33		437			H
2023/11/05	Sun	07:53 PM	6.80		207			L
2023/11/05	Sun	11:03 PM	9.44		288			H
2023/11/06	Mon	05:44 AM	2.18		66			L
2023/11/06	Mon	01:24 PM	14.28		435			H
2023/11/06	Mon	08:35 PM	5.76		176			L
2023/11/07	Tue	12:34 AM	9.47		289			H
2023/11/07	Tue	06:50 AM	2.94		90			L
2023/11/07	Tue	01:59 PM	14.30		436			H
2023/11/07	Tue	09:06 PM	4.66		142			L
2023/11/08	Wed	01:53 AM	10.03		306			H
2023/11/08	Wed	07:50 AM	3.62		110			L
2023/11/08	Wed	02:26 PM	14.36		438			H
2023/11/08	Wed	09:31 PM	3.51		107			L
2023/11/09	Thu	02:57 AM	10.88		332			H
2023/11/09	Thu	08:42 AM	4.33		132			L
2023/11/09	Thu	02:49 PM	14.44		440			H
2023/11/09	Thu	09:54 PM	2.32		71			L
2023/11/10	Fri	03:51 AM	11.85		361			H
2023/11/10	Fri	09:28 AM	5.11		156			L
2023/11/10	Fri	03:11 PM	14.50		442			H
2023/11/10	Fri	10:16 PM	1.10		34			L
2023/11/11	Sat	04:37 AM	12.85		392			H
2023/11/11	Sat	10:11 AM	5.95		181			L
2023/11/11	Sat	03:33 PM	14.52		443			H
2023/11/11	Sat	10:41 PM	-0.09		-3			L
2023/11/12	Sun	05:20 AM	13.79		420			H
2023/11/12	Sun	10:51 AM	6.79		207			L
2023/11/12	Sun	03:56 PM	14.49		442			H
2023/11/12	Sun	11:10 PM	-1.16		-35			L
2023/11/13	Mon	06:01 AM	14.60		445			H
2023/11/13	Mon	11:33 AM	7.56		230			L
2023/11/13	Mon	04:21 PM	14.39		439			H
2023/11/13	Mon	11:43 PM	-2.01		-61			L
2023/11/14	Tue	06:43 AM	15.22		464			H
2023/11/14	Tue	12:15 PM	8.22		251			L
2023/11/14	Tue	04:48 PM	14.24		434			H
2023/11/15	Wed	12:20 AM	-2.57		-78			L
2023/11/15	Wed	07:27 AM	15.59		475			H
2023/11/15	Wed	01:01 PM	8.72		266			L
2023/11/15	Wed	05:18 PM	13.99		426			H
2023/11/16	Thu	01:01 AM	-2.79		-85			L
2023/11/16	Thu	08:15 AM	15.70		479			H
2023/11/16	Thu	01:51 PM	9.05		276			L
2023/11/16	Thu	05:54 PM	13.60		415			H
2023/11/17	Fri	01:46 AM	-2.65		-81			L
2023/11/17	Fri	09:08 AM	15.62		476			H
2023/11/17	Fri	02:49 PM	9.15		279			L
2023/11/17	Fri	06:39 PM	13.00		396			H
2023/11/18	Sat	02:36 AM	-2.15		-66			L
2023/11/18	Sat	10:04 AM	15.47		472			H
2023/11/18	Sat	04:00 PM	8.94		272			L
2023/11/18	Sat	07:37 PM	12.14		370			H
2023/11/19	Sun	03:30 AM	-1.32		-40			L
2023/11/19	Sun	11:02 AM	15.38		469			H
2023/11/19	Sun	05:24 PM	8.22		251			L
2023/11/19	Sun	09:01 PM	11.13		339			H
2023/11/20	Mon	04:30 AM	-0.22		-7			L
2023/11/20	Mon	11:56 AM	15.42		470			H
2023/11/20	Mon	06:44 PM	6.91		211			L
2023/11/20	Mon	10:43 PM	10.39		317			H
2023/11/21	Tue	05:35 AM	1.06		32			L
2023/11/21	Tue	12:43 PM	15.58		475			H
2023/11/21	Tue	07:43 PM	5.16		157			L
2023/11/22	Wed	12:26 AM	10.36		316			H
2023/11/22	Wed	06:42 AM	2.43		74			L
2023/11/22	Wed	01:23 PM	15.78		481			H
2023/11/22	Wed	08:30 PM	3.19		97			L
2023/11/23	Thu	02:01 AM	11.12		339			H
2023/11/23	Thu	07:48 AM	3.81		116			L
2023/11/23	Thu	01:59 PM	15.96		486			H
2023/11/23	Thu	09:11 PM	1.24		38			L
2023/11/24	Fri	03:22 AM	12.38		377			H
2023/11/24	Fri	08:51 AM	5.12		156			L
2023/11/24	Fri	02:33 PM	16.02		488			H
2023/11/24	Fri	09:49 PM	-0.48		-15			L
2023/11/25	Sat	04:29 AM	13.73		418			H
2023/11/25	Sat	09:50 AM	6.31		192			L
2023/11/25	Sat	03:05 PM	15.92		485			H
2023/11/25	Sat	10:26 PM	-1.81		-55			L
2023/11/26	Sun	05:26 AM	14.91		454			H
2023/11/26	Sun	10:46 AM	7.32		223			L
2023/11/26	Sun	03:39 PM	15.61		476			H
2023/11/26	Sun	11:02 PM	-2.66		-81			L
2023/11/27	Mon	06:17 AM	15.76		480			H
2023/11/27	Mon	11:40 AM	8.07		246			L
2023/11/27	Mon	04:13 PM	15.11		461			H
2023/11/27	Mon	11:39 PM	-3.00		-91			L
2023/11/28	Tue	07:04 AM	16.22		494			H
2023/11/28	Tue	12:34 PM	8.56		261			L
2023/11/28	Tue	04:49 PM	14.44		440			H
2023/11/29	Wed	12:17 AM	-2.90		-88			L
2023/11/29	Wed	07:48 AM	16.34		498			H
2023/11/29	Wed	01:27 PM	8.78		268			L
2023/11/29	Wed	05:28 PM	13.66		416			H
2023/11/30	Thu	12:57 AM	-2.44		-74			L
2023/11/30	Thu	08:31 AM	16.19		493			H
2023/11/30	Thu	02:23 PM	8.78		268			L
2023/11/30	Thu	06:10 PM	12.81		390			H
2023/12/01	Fri	01:38 AM	-1.73		-53			L
2023/12/01	Fri	09:13 AM	15.88		484			H
2023/12/01	Fri	03:23 PM	8.57		261			L
2023/12/01	Fri	06:58 PM	11.92		363			H
2023/12/02	Sat	02:21 AM	-0.83		-25			L
2023/12/02	Sat	09:57 AM	15.54		474			H
2023/12/02	Sat	04:31 PM	8.15		248			L
2023/12/02	Sat	07:53 PM	10.99		335			H
2023/12/03	Sun	03:06 AM	0.21		6			L
2023/12/03	Sun	10:40 AM	15.23		464			H
2023/12/03	Sun	05:42 PM	7.47		228			L
2023/12/03	Sun	09:00 PM	10.10		308			H
2023/12/04	Mon	03:54 AM	1.39		42			L
2023/12/04	Mon	11:21 AM	15.02		458			H
2023/12/04	Mon	06:44 PM	6.53		199			L
2023/12/04	Mon	10:21 PM	9.42		287			H
2023/12/05	Tue	04:45 AM	2.67		81			L
2023/12/05	Tue	12:00 PM	14.89		454			H
2023/12/05	Tue	07:31 PM	5.38		164			L
2023/12/05	Tue	11:51 PM	9.23		281			H
2023/12/06	Wed	05:41 AM	4.01		122			L
2023/12/06	Wed	12:35 PM	14.82		452			H
2023/12/06	Wed	08:06 PM	4.11		125			L
2023/12/07	Thu	01:23 AM	9.71		296			H
2023/12/07	Thu	06:42 AM	5.33		162			L
2023/12/07	Thu	01:07 PM	14.78		450			H
2023/12/07	Thu	08:36 PM	2.75		84			L
2023/12/08	Fri	02:45 AM	10.78		329			H
2023/12/08	Fri	07:45 AM	6.52		199			L
2023/12/08	Fri	01:37 PM	14.73		449			H
2023/12/08	Fri	09:05 PM	1.38		42			L
2023/12/09	Sat	03:50 AM	12.11		369			H
2023/12/09	Sat	08:46 AM	7.53		230			L
2023/12/09	Sat	02:06 PM	14.69		448			H
2023/12/09	Sat	09:34 PM	0.04		1			L
2023/12/10	Sun	04:41 AM	13.43		409			H
2023/12/10	Sun	09:42 AM	8.33		254			L
2023/12/10	Sun	02:34 PM	14.65		447			H
2023/12/10	Sun	10:06 PM	-1.17		-36			L
2023/12/11	Mon	05:25 AM	14.57		444			H
2023/12/11	Mon	10:32 AM	8.91		272			L
2023/12/11	Mon	03:05 PM	14.64		446			H
2023/12/11	Mon	10:40 PM	-2.20		-67			L
2023/12/12	Tue	06:05 AM	15.44		471			H
2023/12/12	Tue	11:20 AM	9.29		283			L
2023/12/12	Tue	03:38 PM	14.62		446			H
2023/12/12	Tue	11:19 PM	-2.96		-90			L
2023/12/13	Wed	06:45 AM	16.03		489			H
2023/12/13	Wed	12:07 PM	9.47		289			L
2023/12/13	Wed	04:15 PM	14.56		444			H
2023/12/14	Thu	12:01 AM	-3.40		-104			L
2023/12/14	Thu	07:26 AM	16.36		499			H
2023/12/14	Thu	12:54 PM	9.45		288			L
2023/12/14	Thu	04:59 PM	14.38		438			H
2023/12/15	Fri	12:45 AM	-3.47		-106			L
2023/12/15	Fri	08:09 AM	16.49		503			H
2023/12/15	Fri	01:46 PM	9.21		281			L
2023/12/15	Fri	05:48 PM	13.96		426			H
2023/12/16	Sat	01:32 AM	-3.12		-95			L
2023/12/16	Sat	08:54 AM	16.51		503			H
2023/12/16	Sat	02:42 PM	8.72		266			L
2023/12/16	Sat	06:45 PM	13.25		404			H
2023/12/17	Sun	02:21 AM	-2.31		-70			L
2023/12/17	Sun	09:38 AM	16.48		502			H
2023/12/17	Sun	03:45 PM	7.92		241			L
2023/12/17	Sun	07:52 PM	12.26		374			H
2023/12/18	Mon	03:11 AM	-1.02		-31			L
2023/12/18	Mon	10:22 AM	16.45		501			H
2023/12/18	Mon	04:54 PM	6.74		205			L
2023/12/18	Mon	09:13 PM	11.16		340			H
2023/12/19	Tue	04:04 AM	0.69		21			L
2023/12/19	Tue	11:05 AM	16.42		500			H
2023/12/19	Tue	06:02 PM	5.18		158			L
2023/12/19	Tue	10:49 PM	10.39		317			H
2023/12/20	Wed	05:02 AM	2.69		82			L
2023/12/20	Wed	11:47 AM	16.37		499			H
2023/12/20	Wed	07:03 PM	3.37		103			L
2023/12/21	Thu	12:37 AM	10.45		319			H
2023/12/21	Thu	06:08 AM	4.73		144			L
2023/12/21	Thu	12:27 PM	16.27		496			H
2023/12/21	Thu	07:56 PM	1.54		47			L
2023/12/22	Fri	02:24 AM	11.52		351			H
2023/12/22	Fri	07:21 AM	6.54		199			L
2023/12/22	Fri	01:07 PM	16.07		490			H
2023/12/22	Fri	08:42 PM	-0.08		-2			L
2023/12/23	Sat	03:49 AM	13.12		400			H
2023/12/23	Sat	08:38 AM	7.87		240			L
2023/12/23	Sat	01:47 PM	15.77		481			H
2023/12/23	Sat	09:24 PM	-1.33		-41			L
2023/12/24	Sun	04:52 AM	14.63		446			H
2023/12/24	Sun	09:50 AM	8.66		264			L
2023/12/24	Sun	02:27 PM	15.37		468			H
2023/12/24	Sun	10:04 PM	-2.15		-66			L
2023/12/25	Mon	05:43 AM	15.73		479			H
2023/12/25	Mon	10:53 AM	9.03		275			L
2023/12/25	Mon	03:08 PM	14.90		454			H
2023/12/25	Mon	10:43 PM	-2.54		-77			L
2023/12/26	Tue	06:26 AM	16.34		498			H
2023/12/26	Tue	11:48 AM	9.11		278			L
2023/12/26	Tue	03:49 PM	14.40		439			H
2023/12/26	Tue	11:21 PM	-2.58		-79			L
2023/12/27	Wed	07:04 AM	16.55		504			H
2023/12/27	Wed	12:37 PM	9.01		275			L
2023/12/27	Wed	04:31 PM	13.89		423			H
2023/12/27	Wed	11:59 PM	-2.37		-72			L
2023/12/28	Thu	07:38 AM	16.48		502			H
2023/12/28	Thu	01:22 PM	8.77		267			L
2023/12/28	Thu	05:15 PM	13.37		408			H
2023/12/29	Fri	12:38 AM	-1.95		-59			L
2023/12/29	Fri	08:10 AM	16.29		497			H
2023/12/29	Fri	02:05 PM	8.44		257			L
2023/12/29	Fri	05:59 PM	12.81		390			H
2023/12/30	Sat	01:16 AM	-1.35		-41			L
2023/12/30	Sat	08:40 AM	16.07		490			H
2023/12/30	Sat	02:48 PM	8.00		244			L
2023/12/30	Sat	06:46 PM	12.18		371			H
2023/12/31	Sun	01:55 AM	-0.56		-17			L
2023/12/31	Sun	09:10 AM	15.89		484			H
2023/12/31	Sun	03:33 PM	7.43		226			L
2023/12/31	Sun	07:38 PM	11.34		346			H
